example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage
44,NEVER DID HE OBJECT TO BUCKLING UP HIS SUITCASE FOR ANY COUNTRY WHATEVER CHINA OR THE CONGO NO MATTER HOW FAR OFF IT WAS,HE WAS IN DEEP CONVERSE WITH THE CLERK AND ENTERED THE HALL HOLDING HIM BY THE ARM,"It definitely was a very good experience, but the first time I was in the industry was the high-tech talent market tour.",False,1000,3.372241497039795,0.15000000596046448,0.1494622826576233,stage1,LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8463-294828-0010,0.15,stage1
45,AMONG OTHER THINGS ON WHICH SHE CAST HER EYES WAS A SMALL CRUCIFIX OF SOLID SILVER STANDING ON A CABINET NEAR THE WINDOW,YOU ARE A WORTHY LEECH WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARVEL,I'm going to go back to the water.,False,1000,6.409141540527344,0.15000000596046448,0.149507075548172,stage1,LibriSpeech/test-clean/5639/40744/5639-40744-0014.flac,5639-40744-0014,0.15,stage1
46,HIS HAT HAD A PEAKED CROWN AND A FLAT BRIM AND AROUND THE BRIM WAS A ROW OF TINY GOLDEN BELLS THAT TINKLED WHEN HE MOVED,THIS TRANSIENT SPRING AND LIGHTING UP ARE BEAUTIFUL A GLAMOUR BEGUILING OUR SENSES,"The not-commit-two-trend zombies can walk towards the sky with a foil on the pale of the world, revolving all in the city's case down in the rain.",False,1000,4.211452484130859,0.15000000596046448,0.14959010481834412,stage1,LibriSpeech/test-clean/1284/1180/1284-1180-0001.flac,1284-1180-0001,0.15,stage1
47,THEY WERE VOYAGING ACROSS THE DESERTS OF THE SKY A HOST OF NOMADS ON THE MARCH VOYAGING HIGH OVER IRELAND WESTWARD BOUND,OUR FIRST IMPRESSIONS OF PEOPLE ARE IN NINE CASES OUT OF TEN THE RIGHT IMPRESSIONS,"Your whole life is far, so that you can see the world. You're the only one who can see the world.",False,1000,3.767230749130249,0.15000000596046448,0.14964400231838226,stage1,LibriSpeech/test-clean/1089/134691/1089-134691-0016.flac,1089-134691-0016,0.15,stage1
48,I COULDN'T SHIVER MUCH BEIN BOUND SO TIGHT BUT WHEN I'M LOOSE I MEAN TO HAVE JUS ONE GOOD SHIVER TO RELIEVE MY FEELIN'S,HE SHALL NOT LEAVE YOU DAY OR NIGHT WHETHER YOU ARE WORKING OR PLAYING OR SLEEPING,"I said, can you say something? I'm a virgin alley-placing plabby. You are the nose that's deep in the sky. I'm going to go and look for the right place. I don't know where it is.",False,1000,3.704057216644287,0.15000000596046448,0.14955082535743713,stage1,LibriSpeech/test-clean/8555/284447/8555-284447-0023.flac,8555-284447-0023,0.15,stage1
49,THE LAST DROP FLY AS LUCK WOULD HAVE IT CAUGHT JUST IN THE CORNER OF THE HAWK'S ANGRILY OPEN BEAK HOOKING ITSELF FIRMLY,AND WHAT DEMONSTRATION DO YOU OFFER ASKED SERVADAC EAGERLY THAT IT WILL NOT HAPPEN,"The Alliance of Watts Forest Health Post-Rip Heavens, the first administration newly deemed help to offer a really briefly-driven, fitting, self-planning.",False,1000,2.8786416053771973,0.15000000596046448,0.14935331046581268,stage1,LibriSpeech/test-clean/7176/88083/7176-88083-0024.flac,7176-88083-0024,0.15,stage1
50,BUT SUDDENLY STRAIGHT AND SWIFT AS A DIVING CORMORANT HE SHOT DOWN INTO THE TORRENT AND DISAPPEARED BENEATH THE SURFACE,FAST AS HIS LEGS COULD CARRY HIM SERVADAC HAD MADE HIS WAY TO THE TOP OF THE CLIFF,The Stainians first finished the entire performance to clutch their rejoice and all the purest things they've ever done.,False,1000,4.169336795806885,0.15000000596046448,0.14930488169193268,stage1,LibriSpeech/test-clean/7176/88083/7176-88083-0004.flac,7176-88083-0004,0.15,stage1
51,TO SAY NOTHING SAID MONTALAIS SO THAT WHEN MADEMOISELLE DE TONNAY CHARENTE THINKS ATHENAIS IS THE ONLY ONE WHO KNOWS IT,HOW BROWN YOU'VE GOT SINCE YOU CAME HOME I WISH I HAD AN ATHLETE TO MOW MY ORCHARD,"For can help, they become. But if I'm not with them, this is going to be a kind of adventure. It's going to help to marry the rich and the farmers to get some more adventures.",False,1000,3.191603899002075,0.15000000596046448,0.14948639273643494,stage1,LibriSpeech/test-clean/7127/75947/7127-75947-0027.flac,7127-75947-0027,0.15,stage1
52,THE STOP AT QUEENSTOWN THE TEDIOUS PASSAGE UP THE MERSEY WERE THINGS THAT HE NOTED DIMLY THROUGH HIS GROWING IMPATIENCE,I DIDN'T HAVE ANY FEARS IF I WORKED IT RIGHTLY SAID THE OLD GENTLEMAN COMPLACENTLY,It's possible that we have as a first-gen tool to open a city-friendly center to see the overall consistency of the city.,False,1000,4.1941423416137695,0.15000000596046448,0.14953356981277466,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0000.flac,4446-2275-0000,0.15,stage1
53,AT THE INCEPTION OF PLURAL MARRIAGE AMONG THE LATTER DAY SAINTS THERE WAS NO LAW NATIONAL OR STATE AGAINST ITS PRACTISE,NO SIR HE ISN'T HE'S GONE TO ROSSETER TO SEE MISTER WEST THE FACTOR ABOUT THE WOOL,"Asso, the show is to hold on to the fingers and the chest of our heavy body. The season of Elk and Yard is going to be a great honor for us to be able to continue to do the same for the rest of the nation.",False,1000,3.922743797302246,0.15000000596046448,0.14930996298789978,stage1,LibriSpeech/test-clean/4077/13754/4077-13754-0009.flac,4077-13754-0009,0.15,stage1
54,NINE THOUSAND YEARS HAVE ELAPSED SINCE SHE FOUNDED YOURS AND EIGHT THOUSAND SINCE SHE FOUNDED OURS AS OUR ANNALS RECORD,FOR A WHILE SHE LAY IN HER CHAIR IN HAPPY DREAMY PLEASURE AT SUN AND BIRD AND TREE,"First off, we can have the last step to see if we can make our Swiss fans, since they're such a big surprise, we're a talented tourist.",False,1000,4.123147964477539,0.15000000596046448,0.14955586194992065,stage1,LibriSpeech/test-clean/2961/961/2961-961-0014.flac,2961-961-0014,0.15,stage1
55,YOU KNOW I HAVE JUST BEEN TELLING YOU HOW THIS SCHOOL OF MATERIALISM AND CLAY INVOLVED ITSELF AT LAST IN CLOUD AND FIRE,PEARL SEEING THE ROSE BUSHES BEGAN TO CRY FOR A RED ROSE AND WOULD NOT BE PACIFIED,"In the north, I open the scene in the Marguilla, with fillers and a very gorgeous places that run around in Marguilla.",False,1000,5.545836448669434,0.15000000596046448,0.14951440691947937,stage1,LibriSpeech/test-clean/1188/133604/1188-133604-0025.flac,1188-133604-0025,0.15,stage1
56,NAY I RATHER THRILLED DISTRUSTING EVERY LIGHT THAT SEEMED TO GILD THE ONWARD PATH AND FEARED TO OVERLEAN A FINGER EVEN,A RING OF AMETHYST I COULD NOT WEAR HERE PLAINER TO MY SIGHT THAN THAT FIRST KISS,"Hey, how you doing? Did you guys have a good time? I'm glad you did.",False,1000,5.107834339141846,0.15000000596046448,0.14968529343605042,stage1,LibriSpeech/test-clean/908/31957/908-31957-0008.flac,908-31957-0008,0.15,stage1
57,THEY MUST HAVE SOME CHARACTERISTIC WHICH MAKES US REGARD THEM AS REFERRING TO MORE OR LESS REMOTE PORTIONS OF THE PAST,SCUSE ME SAID TROT I NEGLECTED TO TELL YOU THAT YOU'RE NOT THE BOOLOOROO ANY MORE,"You're not stuck to the only source of your wisdom. It's a great place for these homicides to make friends and get too much at the same word, voices of the two sides of you.",False,1000,4.759942054748535,0.15000000596046448,0.1495210975408554,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0015.flac,8230-279154-0015,0.15,stage1
58,I COME NOW TO THE OTHER CHARACTERISTIC WHICH MEMORY IMAGES MUST HAVE IN ORDER TO ACCOUNT FOR OUR KNOWLEDGE OF THE PAST,THERE WAS GOOD REASON TO STOP AND THINK EVEN FOR THE WORLD'S MOST EMOTIONLESS MAN,"The three yard, however thick, is the humorous means that you need to know the little bit of the heart that you're supposed to be.",False,1000,4.406712532043457,0.15000000596046448,0.14969831705093384,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0014.flac,8230-279154-0014,0.15,stage1
59,MISS DE GRAF SAID KENNETH NOTICING THE BOY'S FACE CRITICALLY AS HE STOOD WHERE THE LIGHT FROM THE PASSAGE FELL UPON IT,SUBSTANTIALLY THIS WAS JACOB'S UNVARNISHED DESCRIPTION OF HIS MASTER AND MISTRESS,"The wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing, the wind is blowing",False,1000,5.125260353088379,0.15000000596046448,0.14940518140792847,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0018.flac,6829-68769-0018,0.15,stage1
60,YOUNG FITZOOTH HAD BEEN COMMANDED TO HIS MOTHER'S CHAMBER SO SOON AS HE HAD COME OUT FROM HIS CONVERSE WITH THE SQUIRE,SOME POINTS MAY BE TAKEN AS FIXED AND SUCH AS ANY THEORY OF MEMORY MUST ARRIVE AT,"Mornings, visitors to the community are taking a picture of the 30-year-old sister in law, who is precious and vulnerable.",False,1000,4.7870192527771,0.15000000596046448,0.1493767499923706,stage1,LibriSpeech/test-clean/61/70970/61-70970-0000.flac,61-70970-0000,0.15,stage1
61,BY THIS TIME LORD CHELFORD AND WYLDER RETURNED AND DISGUSTED RATHER WITH MYSELF I RUMINATED ON MY WANT OF GENERAL SHIP,THE LEADERS OF THE CONSPIRACY BECAME DISTRUSTFUL OF THEIR POWER TO CRUSH THE TOWN,"Over time, we have been able to model the process of this time, and track the structure of the weather as a means of how it can really make any start to the door of time.",False,1000,4.170228004455566,0.15000000596046448,0.14951445162296295,stage1,LibriSpeech/test-clean/5683/32866/5683-32866-0004.flac,5683-32866-0004,0.15,stage1
62,HE HAD PRECONCEIVED IDEAS ABOUT EVERYTHING AND HIS IDEA ABOUT AMERICANS WAS THAT THEY SHOULD BE ENGINEERS OR MECHANICS,ALL ABOUT HIM WAS A TUMULT OF BRIGHT AND BROKEN COLOR SCATTERED IN BROAD SPLASHES,"You can escape the evil world without everything, as you help not have an American, and take your sister to the alien's birth chart.",False,1000,5.370575428009033,0.15000000596046448,0.14968068897724152,stage1,LibriSpeech/test-clean/4446/2271/4446-2271-0001.flac,4446-2271-0001,0.15,stage1
63,HESTER PRYNNE NEVERTHELESS THE LOVING MOTHER OF THIS ONE CHILD RAN LITTLE RISK OF ERRING ON THE SIDE OF UNDUE SEVERITY,OH MADEMOISELLE WHY HAVE I NOT A DEVOTED SISTER OR A TRUE FRIEND SUCH AS YOURSELF,"I think that the device is not very happy yet, yet it has a very good system for the children's health.",False,1000,2.1671717166900635,0.15000000596046448,0.1494385302066803,stage1,LibriSpeech/test-clean/1221/135766/1221-135766-0007.flac,1221-135766-0007,0.15,stage1
64,LIVES NOT ALONE NOR OR ITSELF FEAR NOT AND I WILL CALL THE WEAK WORM FROM ITS LOWLY BED AND THOU SHALT HEAR ITS VOICE,YOU HAVE COME ANDELLA ANDELLA WAS THE NAME OF JANE'S DOLL TO MAKE ROSALIE A VISIT,"The water is very strong, so it's very hot. The water is very strong, but the water is very strong.",False,1000,4.978297710418701,0.15000000596046448,0.14962352812290192,stage1,LibriSpeech/test-clean/908/157963/908-157963-0021.flac,908-157963-0021,0.15,stage1
65,WERE I TO COMPLY WITH YOUR ORDERS WITHOUT EXPRESSING MY OWN OPINION I SHOULD SEEM TO HAVE DONE SO WILLINGLY HEREAFTER,SOME GIRL HAS BEEN HERE TWICE TO INTERVIEW MY MEN AND I HAVE REFUSED TO ADMIT HER,"The eyes have enjoyed the amazing character of the series, and I'm sure you've enjoyed the story of her asmr.",False,1000,3.4131789207458496,0.15000000596046448,0.1495363712310791,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0053.flac,8455-210777-0053,0.15,stage1
66,NOT A DOUBT BUT HAD YOUR FORCE BEEN ONLY DOUBLE OR TREBLE OUR OWN I SHOULD HAVE FOUND IT MY DUTY TO STRUGGLE WITH YOU,AS REGARDS MY ROBBING THE COMPANY I'LL SAY THAT I SAVED THEM A HEAVY LOSS ONE DAY,The water is very strong.,False,1000,5.170192241668701,0.15000000596046448,0.14964380860328674,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0034.flac,8455-210777-0034,0.15,stage1
67,THE PRINCESS SAT DOWN UNDER A BLUE CANOPY WITH BOUQUETS OF ROSES AND SHE LET ANDERS SIT IN A GOLDEN CHAIR BY HER SIDE,THEY WERE RECEIVED IN THE LITTLE OFFICE BY A MAN NAMED MARKHAM WHO WAS THE JAILER,The pink person who made the decision is the one who was limping on the flag and left me with a letter that has already been handed over to the army.,False,1000,5.036123275756836,0.15000000596046448,0.14961367845535278,stage1,LibriSpeech/test-clean/7021/85628/7021-85628-0011.flac,7021-85628-0011,0.15,stage1
68,PUT THESE PLAYTHINGS ALL AWAY QUICK AND CAREFULLY AND WE WILL NOT LET THEM KNOW ANY THING ABOUT YOUR LEAVING THEM OUT,FAIRVIEW WAS TWELVE MILES AWAY BUT BY TEN O'CLOCK THEY DREW UP AT THE COUNTY JAIL,"For real studio's the only day since we've enjoyed the show, we need to learn more about the great city Mayor's newly joined class later in the show.",False,1000,6.828096866607666,0.15000000596046448,0.14976000785827637,stage1,LibriSpeech/test-clean/7021/79740/7021-79740-0013.flac,7021-79740-0013,0.15,stage1
69,NOW DELIA CONTRIVED TO OBTAIN A GREAT INFLUENCE AND ASCENDENCY OVER THE MINDS OF THE CHILDREN BY MEANS OF THESE DOLLS,HE FELT FOR AND FOUND THE WIZARD'S BLACK CLOTH THE SQUIRE WAS QUITE OUT OF BREATH,"The first place we see today is the start of the great competition in the St. Louisville. So you don't miss out on the first place, however, you're gonna be picking out a dollar to free us.",False,1000,4.762206077575684,0.15000000596046448,0.14953677356243134,stage1,LibriSpeech/test-clean/7021/79740/7021-79740-0002.flac,7021-79740-0002,0.15,stage1
70,AND YET YOU MUST OWN HER BEHAVIOUR HAS WARRANTED THEM HAS IT NOT BEEN IN THIS PARTICULAR INCOHERENT AND UNACCOUNTABLE,I BELIEVE I HAVE A LITTLE TASTE THAT WAY THOSE ARE ALL REAL YOU KNOW THOSE JEWELS,I'm not going to let you think of the way you say it for years. So I'll go back to the last class and I'll let you know that you're going to face it anywhere.,False,1000,3.962235927581787,0.15000000596046448,0.14960162341594696,stage1,LibriSpeech/test-clean/4992/23283/4992-23283-0004.flac,4992-23283-0004,0.15,stage1
71,IN ORDER TO PLEASE HER I SPOKE TO HER OF THE ABBE CONTI AND I HAD OCCASION TO QUOTE TWO LINES OF THAT PROFOUND WRITER,WHAT IS YOUR COUNTRY OLAF HAVE YOU ALWAYS BEEN A THRALL THE THRALL'S EYES FLASHED,"The best of all of the however few years you can find in the honey and honey, the last of the type of food I've ever seen.",False,1000,3.0961334705352783,0.15000000596046448,0.14955151081085205,stage1,LibriSpeech/test-clean/3729/6852/3729-6852-0002.flac,3729-6852-0002,0.15,stage1
72,INDEED THERE WERE ONLY ONE OR TWO STRANGERS WHO COULD BE ADMITTED AMONG THE SISTERS WITHOUT PRODUCING THE SAME RESULT,IT WAS ON THE LAST DAY OF JANUARY THAT THE REPAIRS OF THE SCHOONER WERE COMPLETED,Completely as general honor by the commanding of the system it was beyond the track record that I was supposed to be showing the glasses.,False,1000,4.0523481369018555,0.15000000596046448,0.14951080083847046,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0040.flac,3575-170457-0040,0.15,stage1
73,HE CRIED IN HIGH DUDGEON JUST AS IF HE OWNED THE WHOLE OF THE PEPPERS AND COULD DISPOSE OF THEM ALL TO SUIT HIS FANCY,WHAT SHE WANTED FROM US WAS NEITHER OUR FLOWERS NOR OUR FRANCS BUT JUST OUR YOUTH,"The talents and the whole friendship of the world are such as first and foremost, the only thing that's left of us is the fans of the world.",False,1000,6.260529518127441,0.15000000596046448,0.14955657720565796,stage1,LibriSpeech/test-clean/237/126133/237-126133-0023.flac,237-126133-0023,0.15,stage1
74,THIS REALITY BEGINS TO EXPLAIN THE DARK POWER AND OTHERWORLDLY FASCINATION OF TWENTY THOUSAND LEAGUES UNDER THE SEAS,I SEE A CROWD IN ONE CORNER OF THE GARDEN EVERYBODY STANDING STILL AND LOOKING UP,"Demonstrate, seek answers, seek answers, lock the walls and I have a world-sick love, the secret ground out beyond it, we must let it end, experience.",False,1000,4.597729206085205,0.15000000596046448,0.14966273307800293,stage1,LibriSpeech/test-clean/8463/294825/8463-294825-0001.flac,8463-294825-0001,0.15,stage1
